machine_confidence	human_confidence	machine_effort	target	machine_predict	human_effort_groundtruth	human_effort_predicted_avg
0.566	1	0	0	1	0.016281	0.0188
0.9566	1	0	0	0	0.016281	0.0188
0.9962	1	0	1	1	0.016281	0.0188
0.9912	1	0	0	0	0.037704	0.021033
0.7875	1	0	1	0	0.037704	0.021033
0.9339	1	0	1	0	0.037704	0.021033
0.9973	1	0	1	1	0.016452	0.02206
0.5276	1	0	1	0	0.016452	0.02206
0.9943	1	0	1	1	0.016452	0.02206
0.9971	1	0	1	1	0.016452	0.02206
0.8147	1	0	1	0	0.016452	0.02206
0.6138	1	0	0	0	0.008494	0.01435
0.7657	1	0	1	0	0.008494	0.01435
0.9977	1	0	0	0	0.008494	0.01435
0.9991	1	0	0	0	0.008494	0.01435
0.9998	1	0	0	0	0.008494	0.01435
0.9999	1	0	0	0	0.008494	0.01435
0.9404	1	0	0	0	0.00617	0.0086
0.5471	1	0	0	0	0.00617	0.0086
0.9771	1	0	1	1	0.00617	0.0086
0.8986	1	0	0	1	0.00617	0.0086
0.6051	1	0	1	0	0.00617	0.0086
0.9936	1	0	0	0	0.00617	0.0086
0.9999	1	0	0	0	0.00617	0.0086
0.9998	1	0	0	0	0.00617	0.0086
0.9998	1	0	1	0	0.00617	0.0086
0.9994	1	0	0	0	0.00617	0.0086
0.8507	1	0	1	0	0.05157	0.078414
0.9923	1	0	0	0	0.05157	0.078414
0.9997	1	0	0	0	0.05157	0.078414
0.9998	1	0	0	0	0.05157	0.078414
0.5319	1	0	1	0	0.05157	0.078414
0.5538	1	0	1	0	0.05157	0.078414
0.9955	1	0	1	1	0.05157	0.078414
0.5426	1	0	1	1	0.034854	0.078367
0.9959	1	0	1	1	0.034854	0.078367
0.9955	1	0	1	1	0.034854	0.078367
0.8644	1	0	1	1	0.023136	0.037633
0.9817	1	0	1	1	0.023136	0.037633
0.5856	1	0	1	1	0.023136	0.037633
0.885	1	0	1	1	0.023136	0.037633
0.5475	1	0	0	0	0.023136	0.037633
0.6903	1	0	1	0	0.023136	0.037633
0.9937	1	0	1	1	0.027876	0.020825
0.8403	1	0	0	0	0.027876	0.020825
0.9886	1	0	0	0	0.027876	0.020825
0.9987	1	0	0	0	0.027876	0.020825
0.9838	1	0	1	1	0.100578	0.069175
0.9273	1	0	0	0	0.100578	0.069175
0.7824	1	0	1	1	0.100578	0.069175
0.9995	1	0	0	0	0.100578	0.069175
0.9855	1	0	1	1	0.028278	0.045575
0.6465	1	0	1	0	0.028278	0.045575
0.5698	1	0	1	0	0.028278	0.045575
0.5365	1	0	1	0	0.028278	0.045575
0.9979	1	0	0	1	0.037114	0.04975
0.9122	1	0	0	0	0.037114	0.04975
0.5535	1	0	1	1	0.037114	0.04975
0.8798	1	0	0	0	0.037114	0.04975
0.9768	1	0	1	1	0.022783	0.032183
0.9822	1	0	0	0	0.022783	0.032183
0.5559	1	0	1	0	0.022783	0.032183
0.9759	1	0	0	0	0.022783	0.032183
0.9886	1	0	0	1	0.022783	0.032183
0.9959	1	0	0	0	0.022783	0.032183
0.7529	1	0	0	0	0.050771	0.0569
0.5736	1	0	1	1	0.050771	0.0569
0.9974	1	0	1	1	0.050771	0.0569
0.6317	1	0	1	0	0.050771	0.0569
0.6916	1	0	1	1	0.026695	0.057013
0.6936	1	0	1	1	0.026695	0.057013
0.6224	1	0	0	0	0.026695	0.057013
0.9968	1	0	0	0	0.026695	0.057013
0.9757	1	0	1	0	0.026695	0.057013
0.9076	1	0	1	1	0.026695	0.057013
0.9992	1	0	1	0	0.026695	0.057013
0.9995	1	0	0	0	0.026695	0.057013
0.5327	1	0	0	0	0.069837	0.0297
0.9942	1	0	0	0	0.069837	0.0297
0.9901	1	0	1	1	0.069837	0.0297
0.9998	1	0	0	0	0.030688	0.05435
0.9826	1	0	1	1	0.030688	0.05435
0.7431	1	0	0	0	0.030688	0.05435
0.9981	1	0	0	0	0.030688	0.05435
0.5426	1	0	0	0	0.015448	0.026788
0.9984	1	0	0	0	0.015448	0.026788
0.9997	1	0	0	0	0.015448	0.026788
0.9992	1	0	0	0	0.015448	0.026788
0.9998	1	0	0	0	0.015448	0.026788
0.9782	1	0	1	0	0.015448	0.026788
0.9998	1	0	0	0	0.015448	0.026788
0.9998	1	0	0	0	0.015448	0.026788
0.998	1	0	1	1	0.027965	0.040614
0.614	1	0	0	1	0.027965	0.040614
0.9844	1	0	1	1	0.027965	0.040614
0.8177	1	0	0	0	0.027965	0.040614
0.9931	1	0	1	1	0.027965	0.040614
0.9799	1	0	1	1	0.027965	0.040614
0.9537	1	0	1	1	0.027965	0.040614
0.9975	1	0	0	1	0.070453	0.05315
0.68	1	0	0	0	0.070453	0.05315
0.9437	1	0	0	0	0.070453	0.05315
0.8884	1	0	1	1	0.070453	0.05315
0.9794	1	0	1	1	0.018516	0.033478
0.9176	1	0	1	0	0.018516	0.033478
0.9997	1	0	1	0	0.018516	0.033478
0.9998	1	0	1	0	0.018516	0.033478
0.9998	1	0	1	0	0.018516	0.033478
0.9952	1	0	1	0	0.018516	0.033478
0.9798	1	0	1	0	0.018516	0.033478
0.9053	1	0	1	1	0.018516	0.033478
0.8254	1	0	1	1	0.018516	0.033478
0.9999	1	0	0	0	0.017566	0.024067
0.9999	1	0	0	0	0.017566	0.024067
0.9999	1	0	0	0	0.017566	0.024067
0.9805	1	0	1	1	0.017566	0.024067
0.9354	1	0	1	0	0.017566	0.024067
0.9926	1	0	1	1	0.017566	0.024067
0.5839	1	0	1	0	0.017566	0.024067
0.9666	1	0	1	1	0.017566	0.024067
0.548	1	0	1	0	0.017566	0.024067
0.9826	1	0	1	1	0.022365	0.04127
0.9995	1	0	0	0	0.022365	0.04127
0.9998	1	0	0	0	0.022365	0.04127
0.9999	1	0	0	0	0.022365	0.04127
0.9999	1	0	0	0	0.022365	0.04127
0.9999	1	0	0	0	0.022365	0.04127
0.9999	1	0	1	0	0.022365	0.04127
0.9628	1	0	1	1	0.022365	0.04127
0.9956	1	0	0	0	0.022365	0.04127
0.999	1	0	0	0	0.022365	0.04127
0.998	1	0	1	1	0.131909	0.0532
0.9983	1	0	1	1	0.131909	0.0532
0.9908	1	0	1	1	0.131909	0.0532
0.9933	1	0	0	1	0.131909	0.0532
0.9981	1	0	0	0	0.024261	0.018425
0.8979	1	0	1	1	0.024261	0.018425
0.7848	1	0	0	1	0.024261	0.018425
0.9888	1	0	0	0	0.024261	0.018425
0.9958	1	0	1	1	0.119859	0.088825
0.6589	1	0	0	1	0.119859	0.088825
0.9547	1	0	0	1	0.119859	0.088825
0.9587	1	0	0	1	0.119859	0.088825
0.9974	1	0	1	1	0.030688	0.0255
0.827	1	0	1	1	0.030688	0.0255
0.9742	1	0	1	0	0.030688	0.0255
0.9911	1	0	0	0	0.030688	0.0255
0.9824	1	0	0	0	0.008419	0.020688
0.9162	1	0	1	1	0.008419	0.020688
0.7113	1	0	0	0	0.008419	0.020688
0.9813	1	0	1	0	0.008419	0.020688
0.9462	1	0	0	0	0.008419	0.020688
0.9719	1	0	0	0	0.008419	0.020688
0.8158	1	0	0	0	0.008419	0.020688
0.9997	1	0	0	0	0.008419	0.020688
0.9999	1	0	0	0	0.113368	0.11788
0.9998	1	0	0	0	0.113368	0.11788
0.9684	1	0	1	1	0.113368	0.11788
0.9731	1	0	1	1	0.113368	0.11788
0.9829	1	0	0	1	0.113368	0.11788
0.9941	1	0	0	1	0.093573	0.101
0.9961	1	0	0	0	0.093573	0.101
0.9968	1	0	1	1	0.093573	0.101
0.548	1	0	0	0	0.093573	0.101
0.6257	1	0	0	1	0.093573	0.101
0.9864	1	0	1	1	0.041653	0.0678
0.9972	1	0	0	0	0.041653	0.0678
0.9426	1	0	0	0	0.041653	0.0678
0.9999	1	0	0	0	0.041653	0.0678
0.9943	1	0	1	1	0.041653	0.0678
0.5326	1	0	0	0	0.041653	0.0678
0.9994	1	0	0	0	0.041653	0.0678
0.9996	1	0	0	0	0.041653	0.0678
0.9827	1	0	0	1	0.022277	0.029
0.6455	1	0	0	0	0.022277	0.029
0.532	1	0	0	1	0.022277	0.029
0.9868	1	0	1	1	0.022277	0.029
0.9861	1	0	1	1	0.022277	0.029
0.8794	1	0	1	0	0.022277	0.029
0.959	1	0	0	0	0.022277	0.029
0.9968	1	0	0	0	0.022277	0.029
0.9958	1	0	1	1	0.144361	0.122675
0.9868	1	0	1	1	0.144361	0.122675
0.9852	1	0	1	1	0.144361	0.122675
0.8936	1	0	0	0	0.144361	0.122675
0.9984	1	0	1	1	0.060411	0.0893
0.9711	1	0	1	1	0.060411	0.0893
0.8704	1	0	0	1	0.060411	0.0893
0.954	1	0	0	0	0.060411	0.0893
0.9854	1	0	0	0	0.092802	0.07982
0.9182	1	0	1	0	0.092802	0.07982
0.9681	1	0	0	0	0.092802	0.07982
0.8195	1	0	1	0	0.092802	0.07982
0.8555	1	0	0	1	0.092802	0.07982
0.9963	1	0	1	1	0.063657	0.076
0.9734	1	0	0	0	0.063657	0.076
0.812	1	0	1	0	0.063657	0.076
0.9974	1	0	1	1	0.063657	0.076
0.9979	1	0	1	1	0.063657	0.076
0.9934	1	0	1	1	0.063657	0.076
0.9758	1	0	1	1	0.055591	0.041075
0.998	1	0	1	1	0.055591	0.041075
0.8359	1	0	1	1	0.055591	0.041075
0.8813	1	0	1	0	0.055591	0.041075
0.9974	1	0	1	1	0.158821	0.127825
0.9916	1	0	1	1	0.158821	0.127825
0.9947	1	0	1	1	0.158821	0.127825
0.9171	1	0	1	1	0.158821	0.127825
0.9998	1	0	0	0	0.113368	0.118
0.9997	1	0	0	0	0.113368	0.118
0.9998	1	0	0	0	0.113368	0.118
0.9994	1	0	0	0	0.113368	0.118
0.9311	1	0	1	1	0.113368	0.118
0.9976	1	0	0	0	0.060808	0.08485
0.6455	1	0	1	1	0.060808	0.08485
0.867	1	0	0	0	0.060808	0.08485
0.999	1	0	0	0	0.060808	0.08485
0.9999	1	0	0	0	0.060808	0.08485
0.9922	1	0	0	0	0.060808	0.08485
0.8725	1	0	0	0	0.021851	0.0252
0.9891	1	0	1	1	0.021851	0.0252
0.8731	1	0	1	1	0.021851	0.0252
0.9979	1	0	0	0	0.021851	0.0252
0.9998	1	0	0	0	0.021851	0.0252
0.9286	1	0	0	1	0.021337	0.02512
0.9998	1	0	0	0	0.021337	0.02512
0.6554	1	0	1	0	0.021337	0.02512
0.9956	1	0	0	0	0.021337	0.02512
0.9977	1	0	1	1	0.021337	0.02512
0.7196	1	0	0	0	0.05527	0.08195
0.9944	1	0	0	0	0.05527	0.08195
0.9971	1	0	1	1	0.05527	0.08195
0.8523	1	0	0	0	0.05527	0.08195
0.9631	1	0	0	1	0.05527	0.08195
0.6763	1	0	0	0	0.05527	0.08195
0.8856	1	0	0	0	0.125884	0.10935
0.5315	1	0	0	0	0.125884	0.10935
0.9836	1	0	1	1	0.125884	0.10935
0.9605	1	0	0	0	0.125884	0.10935
0.9729	1	0	0	0	0.015344	0.04225
0.9998	1	0	0	0	0.015344	0.04225
0.8329	1	0	0	0	0.015344	0.04225
0.9985	1	0	0	0	0.015344	0.04225
0.9971	1	0	1	1	0.015344	0.04225
0.8184	1	0	0	0	0.015344	0.04225
0.6356	1	0	0	0	0.015344	0.04225
0.9786	1	0	0	0	0.015344	0.04225
0.9975	1	0	1	1	0.106603	0.0877
0.9914	1	0	0	0	0.106603	0.0877
0.9873	1	0	1	1	0.106603	0.0877
0.916	1	0	1	1	0.106603	0.0877
0.9877	1	0	0	0	0.060668	0.0764
0.5346	1	0	1	0	0.060668	0.0764
0.9562	1	0	0	1	0.060668	0.0764
0.8439	1	0	1	1	0.060668	0.0764
0.9432	1	0	1	1	0.060668	0.0764
0.9024	1	0	0	1	0.12267	0.0776
0.9698	1	0	1	1	0.12267	0.0776
0.6117	1	0	0	1	0.12267	0.0776
0.963	1	0	1	1	0.12267	0.0776
0.8853	1	0	0	1	0.027828	0.032586
0.9337	1	0	0	1	0.027828	0.032586
0.9974	1	0	1	1	0.027828	0.032586
0.9975	1	0	1	1	0.027828	0.032586
0.5415	1	0	1	1	0.027828	0.032586
0.9234	1	0	0	0	0.027828	0.032586
0.8727	1	0	0	0	0.027828	0.032586
0.9986	1	0	1	1	0.092545	0.0836
0.5401	1	0	1	1	0.092545	0.0836
0.9928	1	0	0	0	0.092545	0.0836
0.9787	1	0	1	1	0.092545	0.0836
0.9348	1	0	0	0	0.121867	0.07625
0.7022	1	0	1	0	0.121867	0.07625
0.9996	1	0	0	0	0.121867	0.07625
0.536	1	0	1	1	0.121867	0.07625
0.9978	1	0	1	1	0.022247	0.028383
0.7029	1	0	0	1	0.022247	0.028383
0.9968	1	0	0	0	0.022247	0.028383
0.8801	1	0	0	1	0.022247	0.028383
0.9923	1	0	0	0	0.022247	0.028383
0.5823	1	0	0	0	0.022247	0.028383
0.9773	1	0	1	0	0.023318	0.026183
0.6596	1	0	0	0	0.023318	0.026183
0.9512	1	0	0	1	0.023318	0.026183
0.8505	1	0	0	0	0.023318	0.026183
0.6798	1	0	0	0	0.023318	0.026183
0.6459	1	0	0	1	0.023318	0.026183
0.7899	1	0	0	1	0.1	0.09952
0.9943	1	0	0	0	0.1	0.09952
0.9979	1	0	1	1	0.1	0.09952
0.9906	1	0	0	0	0.1	0.09952
0.9958	1	0	1	0	0.1	0.09952
0.9944	1	0	0	0	0.132712	0.0743
0.5293	1	0	1	0	0.132712	0.0743
0.9508	1	0	1	1	0.132712	0.0743
0.9821	1	0	1	0	0.132712	0.0743
0.9779	1	0	1	1	0.10339	0.0253
0.9971	1	0	1	1	0.10339	0.0253
0.6285	1	0	0	1	0.10339	0.0253
0.9614	1	0	0	0	0.10339	0.0253
0.5329	1	0	0	0	0.054499	0.05628
0.9328	1	0	0	0	0.054499	0.05628
0.7098	1	0	1	0	0.054499	0.05628
0.9394	1	0	0	0	0.054499	0.05628
0.9996	1	0	0	0	0.054499	0.05628
0.9045	1	0	1	0	0.029306	0.04342
0.9443	1	0	1	0	0.029306	0.04342
0.8826	1	0	1	0	0.029306	0.04342
0.8606	1	0	0	0	0.029306	0.04342
0.9367	1	0	0	0	0.029306	0.04342
0.9966	1	0	1	1	0.051928	0.053
0.9887	1	0	0	1	0.051928	0.053
0.6548	1	0	0	0	0.051928	0.053
0.7694	1	0	0	0	0.051928	0.053
0.9987	1	0	0	0	0.051928	0.053
0.9938	1	0	0	0	0.03795	0.057767
0.9906	1	0	1	1	0.03795	0.057767
0.9866	1	0	1	1	0.03795	0.057767
0.98	1	0	1	0	0.03795	0.057767
0.8245	1	0	0	0	0.03795	0.057767
0.9978	1	0	1	1	0.03795	0.057767
0.8981	1	0	1	1	0.174888	0.084775
0.9875	1	0	1	1	0.174888	0.084775
0.9498	1	0	1	1	0.174888	0.084775
0.9912	1	0	1	1	0.174888	0.084775
0.5484	1	0	1	0	0.179306	0.1163
0.9998	1	0	0	0	0.179306	0.1163
0.9921	1	0	1	1	0.179306	0.1163
0.9981	1	0	1	1	0.179306	0.1163
0.9967	1	0	1	1	0.018913	0.030057
0.8882	1	0	0	1	0.018913	0.030057
0.937	1	0	1	1	0.018913	0.030057
0.9948	1	0	0	0	0.018913	0.030057
0.9991	1	0	0	0	0.018913	0.030057
0.973	1	0	0	0	0.018913	0.030057
0.9754	1	0	0	0	0.018913	0.030057
0.7826	1	0	1	0	0.044987	0.04972
0.9998	1	0	0	0	0.044987	0.04972
0.5922	1	0	1	1	0.044987	0.04972
0.9585	1	0	0	0	0.044987	0.04972
0.9843	1	0	1	1	0.044987	0.04972
0.9933	1	0	1	1	0.033901	0.02985
0.9873	1	0	0	0	0.033901	0.02985
0.9959	1	0	1	1	0.033901	0.02985
0.6418	1	0	0	1	0.033901	0.02985
0.668	1	0	0	0	0.028278	0.02135
0.9999	1	0	0	0	0.028278	0.02135
0.7649	1	0	1	1	0.028278	0.02135
0.8372	1	0	0	0	0.028278	0.02135
0.9919	1	0	1	1	0.101971	0.073367
0.5615	1	0	1	0	0.101971	0.073367
0.7412	1	0	0	0	0.101971	0.073367
0.9521	1	0	1	1	0.02485	0.0387
0.9965	1	0	1	1	0.02485	0.0387
0.54	1	0	1	0	0.02485	0.0387
0.9999	1	0	0	0	0.06626	0.062333
0.8995	1	0	1	0	0.06626	0.062333
0.5345	1	0	1	0	0.06626	0.062333
0.9998	1	0	0	0	0.333333	0.19
0.935	1	0	1	1	0.333333	0.19
0.9886	1	0	0	0	0.333333	0.19
0.9999	1	0	0	0	0.1241	0.055367
0.9307	1	0	1	1	0.1241	0.055367
0.9683	1	0	0	1	0.1241	0.055367
0.9999	1	0	0	0	0.096251	0.050667
0.9391	1	0	1	1	0.096251	0.050667
0.9993	1	0	0	0	0.096251	0.050667
0.994	1	0	1	1	0.065553	0.038367
0.9632	1	0	0	0	0.065553	0.038367
0.9581	1	0	1	0	0.065553	0.038367
0.9955	1	0	1	1	0.169087	0.094367
0.7782	1	0	1	1	0.169087	0.094367
0.9613	1	0	1	1	0.169087	0.094367
0.9999	1	0	0	0	0.127678	0.091333
0.9999	1	0	0	0	0.127678	0.091333
0.8895	1	0	1	1	0.127678	0.091333
0.9913	1	0	1	1	0.066436	0.057525
0.5395	1	0	0	0	0.066436	0.057525
0.9744	1	0	1	1	0.066436	0.057525
0.8525	1	0	0	0	0.066436	0.057525
0.976	1	0	1	1	0.089117	0.078667
0.5747	1	0	1	1	0.089117	0.078667
0.9963	1	0	1	1	0.089117	0.078667
0.9879	1	0	1	1	0.024261	0.025175
0.6654	1	0	1	1	0.024261	0.025175
0.8965	1	0	1	1	0.024261	0.025175
0.9695	1	0	1	1	0.024261	0.025175
0.9932	1	0	1	1	0.046015	0.0341
0.9928	1	0	1	1	0.046015	0.0341
0.9924	1	0	0	1	0.046015	0.0341
0.9314	1	0	0	0	0.046015	0.0341
0.9668	1	0	0	1	0.046015	0.0341
0.9964	1	0	1	1	0.062018	0.057725
0.7142	1	0	0	0	0.062018	0.057725
0.9799	1	0	0	0	0.062018	0.057725
0.9146	1	0	0	0	0.062018	0.057725
0.994	1	0	0	0	0.016527	0.023417
0.9115	1	0	1	0	0.016527	0.023417
0.9998	1	0	1	0	0.016527	0.023417
0.7849	1	0	1	0	0.016527	0.023417
0.9877	1	0	1	0	0.016527	0.023417
0.9992	1	0	0	0	0.016527	0.023417
0.9984	1	0	1	0	0.120544	0.086467
0.9947	1	0	1	1	0.120544	0.086467
0.8987	1	0	1	1	0.120544	0.086467
0.8387	1	0	1	1	0.061183	0.06852
0.5817	1	0	0	0	0.061183	0.06852
0.9795	1	0	1	1	0.061183	0.06852
0.9178	1	0	0	1	0.061183	0.06852
0.8418	1	0	1	0	0.061183	0.06852
0.9999	1	0	0	0	0.052185	0.05502
0.7106	1	0	1	0	0.052185	0.05502
0.9533	1	0	0	0	0.052185	0.05502
0.9992	1	0	0	0	0.052185	0.05502
0.9999	1	0	0	0	0.052185	0.05502
0.9937	1	0	1	1	0.089824	0.0679
0.9978	1	0	1	1	0.089824	0.0679
0.8874	1	0	1	0	0.089824	0.0679
0.9243	1	0	1	1	0.019709	0.033111
0.7944	1	0	1	1	0.019709	0.033111
0.6799	1	0	0	0	0.019709	0.033111
0.8735	1	0	0	0	0.019709	0.033111
0.9774	1	0	0	0	0.019709	0.033111
0.5292	1	0	0	0	0.019709	0.033111
0.9121	1	0	0	0	0.019709	0.033111
0.8416	1	0	0	0	0.019709	0.033111
0.9999	1	0	0	0	0.019709	0.033111
0.9999	1	0	0	0	0.03841	0.084367
0.6674	1	0	1	0	0.03841	0.084367
0.9987	1	0	0	0	0.03841	0.084367
0.9981	1	0	1	1	0.094109	0.0942
0.5551	1	0	1	0	0.094109	0.0942
0.9704	1	0	1	0	0.094109	0.0942
0.9792	1	0	1	1	0.166051	0.067125
0.8341	1	0	0	0	0.166051	0.067125
0.9989	1	0	0	0	0.166051	0.067125
0.6459	1	0	0	0	0.166051	0.067125
0.9641	1	0	0	0	0.106202	0.092825
0.9013	1	0	0	0	0.106202	0.092825
0.9717	1	0	1	1	0.106202	0.092825
0.9937	1	0	1	1	0.106202	0.092825
0.5322	1	0	1	0	0.040628	0.047433
0.9882	1	0	0	0	0.040628	0.047433
0.9312	1	0	0	0	0.040628	0.047433
0.989	1	0	0	0	0.040628	0.047433
0.969	1	0	0	0	0.040628	0.047433
0.9997	1	0	0	0	0.040628	0.047433
0.9622	1	0	0	0	0.006534	0.021867
0.9998	1	0	0	0	0.006534	0.021867
0.9906	1	0	1	1	0.006534	0.021867
0.9997	1	0	0	0	0.006534	0.021867
0.9998	1	0	0	0	0.006534	0.021867
0.9903	1	0	0	0	0.006534	0.021867
0.9944	1	0	0	0	0.022783	0.022367
0.9998	1	0	0	0	0.022783	0.022367
0.8044	1	0	1	1	0.022783	0.022367
0.9892	1	0	1	1	0.022783	0.022367
0.8918	1	0	1	1	0.022783	0.022367
0.5668	1	0	0	1	0.022783	0.022367
0.998	1	0	1	1	0.025557	0.0313
0.5365	1	0	0	0	0.025557	0.0313
0.9796	1	0	1	1	0.025557	0.0313
0.9493	1	0	1	1	0.305484	0.130433
0.5738	1	0	0	0	0.305484	0.130433
0.5338	1	0	1	0	0.305484	0.130433
0.9896	1	0	1	1	0.037704	0.0312
0.6179	1	0	0	0	0.037704	0.0312
0.8506	1	0	1	1	0.037704	0.0312
0.9996	1	0	0	0	0.140531	0.028
0.994	1	0	1	1	0.140531	0.028
0.9147	1	0	0	0	0.140531	0.028
0.9961	1	0	1	1	0.032696	0.026975
0.994	1	0	1	1	0.032696	0.026975
0.9559	1	0	1	1	0.032696	0.026975
0.997	1	0	1	1	0.032696	0.026975
0.9983	1	0	1	1	0.06724	0.055775
0.9984	1	0	1	1	0.06724	0.055775
0.9924	1	0	1	1	0.06724	0.055775
0.9296	1	0	1	1	0.06724	0.055775
0.9779	1	0	1	1	0.047708	0.026433
0.9904	1	0	1	1	0.047708	0.026433
0.9897	1	0	1	1	0.047708	0.026433
0.7452	1	0	0	0	0.033162	0.04452
