machine_confidence	human_confidence	machine_effort	target	machine_predict	human_effort_groundtruth	human_effort_predicted_avg	turn	turns	final_predict
0.218063925	1	0	0	0	0.021851	0.035825	2	4	0
0.933557271	1	0	1	1	0.021851	0.035825	3	4	1
0.189390648	1	0	0	0	0.021851	0.035825	4	4	0
0.669049598	1	0	1	1	0.04413	0.0329	1	3	1
0.148269216	1	0	1	0	0.04413	0.0329	2	3	1
0.046186958	1	0	0	1	0.04413	0.0329	3	3	0
0.510886055	1	0	1	1	0.097943	0.05356	1	5	1
0.721875538	1	0	1	0	0.097943	0.05356	2	5	0
0.648498432	1	0	0	0	0.097943	0.05356	3	5	0
0.694784479	1	0	0	0	0.097943	0.05356	4	5	0
0.189984322	1	0	1	1	0.097943	0.05356	5	5	1
0.532698957	1	0	0	0	0.19338	0.077867	1	3	0
0.595919063	1	0	1	1	0.19338	0.077867	2	3	1
0.391556656	1	0	1	1	0.19338	0.077867	3	3	1
0.866140654	1	0	1	1	0.013882	0.01438	1	5	1
0.209310414	1	0	1	1	0.013882	0.01438	2	5	1
0.395839558	1	0	0	0	0.013882	0.01438	3	5	0
0.597782007	1	0	0	0	0.013882	0.01438	4	5	0
0.642381648	1	0	0	0	0.013882	0.01438	5	5	0
0.558157848	1	0	0	0	0.151949	0.102933	1	3	0
0.818750367	1	0	1	0	0.151949	0.102933	2	3	0
0.439447063	1	0	1	1	0.151949	0.102933	3	3	1
0.677196024	1	0	1	1	0.003138	0.013117	1	6	1
0.738781942	1	0	0	0	0.003138	0.013117	2	6	0
0.884209701	1	0	0	0	0.003138	0.013117	3	6	0
0.19949118	1	0	0	0	0.003138	0.013117	4	6	0
0.605134381	1	0	0	0	0.003138	0.013117	5	6	0
0.626131787	1	0	0	0	0.003138	0.013117	6	6	0
0.746581783	1	0	1	1	0.176949	0.1156	1	3	1
0.183093637	1	0	0	1	0.176949	0.1156	2	3	0
0.481241285	1	0	1	1	0.176949	0.1156	3	3	1
0.057029825	1	0	0	1	0.016281	0.0188	1	3	0
0.450445093	1	0	0	0	0.016281	0.0188	2	3	0
0.778248757	1	0	1	1	0.016281	0.0188	3	3	1
0.594603447	1	0	0	0	0.037704	0.021033	1	3	0
0.271318283	1	0	1	0	0.037704	0.021033	2	3	1
0.401001446	1	0	1	0	0.037704	0.021033	3	3	1
0.849907687	1	0	1	1	0.016452	0.02206	1	5	1
0.05870183	1	0	1	0	0.016452	0.02206	2	5	1
0.74718708	1	0	1	1	0.016452	0.02206	3	5	1
0.864727146	1	0	1	1	0.016452	0.02206	4	5	1
0.304860988	1	0	1	0	0.016452	0.02206	5	5	1
0.199452713	1	0	0	0	0.008494	0.01435	1	6	0
0.257257475	1	0	1	0	0.008494	0.01435	2	6	1
0.75526084	1	0	0	0	0.008494	0.01435	3	6	0
0.807225073	1	0	0	0	0.008494	0.01435	4	6	0
0.935470796	1	0	0	0	0.008494	0.01435	5	6	0
0.963344329	1	0	0	0	0.008494	0.01435	6	6	0
0.465639302	1	0	0	0	0.00617	0.0086	1	10	0
0.045829654	1	0	0	0	0.00617	0.0086	2	10	0
0.558193069	1	0	1	1	0.00617	0.0086	3	10	1
0.325310325	1	0	0	1	0.00617	0.0086	4	10	0
0.170079192	1	0	1	0	0.00617	0.0086	5	10	1
0.641058722	1	0	0	0	0.00617	0.0086	6	10	0
0.940479072	1	0	0	0	0.00617	0.0086	7	10	0
0.891830397	1	0	0	0	0.00617	0.0086	8	10	0
0.878726609	1	0	1	0	0.00617	0.0086	9	10	0
0.785920495	1	0	0	0	0.00617	0.0086	10	10	0
0.337475599	1	0	1	0	0.05157	0.078414	1	7	1
0.571836849	1	0	0	0	0.05157	0.078414	2	7	0
0.820121166	1	0	0	0	0.05157	0.078414	3	7	0
0.871652883	1	0	0	0	0.05157	0.078414	4	7	0
0.118155665	1	0	1	0	0.05157	0.078414	5	7	1
0.123078376	1	0	1	0	0.05157	0.078414	6	7	1
0.758833576	1	0	1	1	0.05157	0.078414	7	7	1
0.086646786	1	0	1	1	0.034854	0.078367	1	3	1
0.780788716	1	0	1	1	0.034854	0.078367	2	3	1
0.782259094	1	0	1	1	0.034854	0.078367	3	3	1
0.30725738	1	0	1	1	0.023136	0.037633	1	6	1
0.586500319	1	0	1	1	0.023136	0.037633	2	6	1
0.122759738	1	0	1	1	0.023136	0.037633	3	6	1
0.352922565	1	0	1	1	0.023136	0.037633	4	6	1
0.115139599	1	0	0	0	0.023136	0.037633	5	6	0
0.237522802	1	0	1	0	0.023136	0.037633	6	6	1
0.740752133	1	0	1	1	0.027876	0.020825	1	4	1
0.294779081	1	0	0	0	0.027876	0.020825	2	4	0
0.619193065	1	0	0	0	0.027876	0.020825	3	4	0
0.772424244	1	0	0	0	0.027876	0.020825	4	4	0
0.613090901	1	0	1	1	0.100578	0.069175	1	4	1
0.411181986	1	0	0	0	0.100578	0.069175	2	4	0
0.23564369	1	0	1	1	0.100578	0.069175	3	4	1
0.839369521	1	0	0	0	0.100578	0.069175	4	4	0
0.601804714	1	0	1	1	0.028278	0.045575	1	4	1
0.211229792	1	0	1	0	0.028278	0.045575	2	4	1
0.114627137	1	0	1	0	0.028278	0.045575	3	4	1
0.098853191	1	0	1	0	0.028278	0.045575	4	4	1
0.875081157	1	0	0	1	0.037114	0.04975	1	4	1
0.389723873	1	0	0	0	0.037114	0.04975	2	4	0
0.087166786	1	0	1	1	0.037114	0.04975	3	4	1
0.362594423	1	0	0	0	0.037114	0.04975	4	4	0
0.575435527	1	0	1	1	0.022783	0.032183	1	6	1
0.544656179	1	0	0	0	0.022783	0.032183	2	6	0
0.132571334	1	0	1	0	0.022783	0.032183	3	6	1
0.50014073	1	0	0	0	0.022783	0.032183	4	6	0
0.652140843	1	0	0	1	0.022783	0.032183	5	6	0
0.647795576	1	0	0	0	0.022783	0.032183	6	6	0
0.257945057	1	0	0	0	0.050771	0.0569	1	4	0
0.127347678	1	0	1	1	0.050771	0.0569	2	4	1
0.897804535	1	0	1	1	0.050771	0.0569	3	4	1
0.181010679	1	0	1	0	0.050771	0.0569	4	4	1
0.14706279	1	0	1	1	0.026695	0.057013	1	8	1
0.182135785	1	0	1	1	0.026695	0.057013	2	8	1
0.201592439	1	0	0	0	0.026695	0.057013	3	8	0
0.665597017	1	0	0	0	0.026695	0.057013	4	8	0
0.521390867	1	0	1	0	0.026695	0.057013	5	8	1
0.358057129	1	0	1	1	0.026695	0.057013	6	8	1
0.76901496	1	0	1	0	0.026695	0.057013	7	8	0
0.840321376	1	0	0	0	0.026695	0.057013	8	8	0
0.040157574	1	0	0	0	0.069837	0.0297	1	3	0
0.691859008	1	0	0	0	0.069837	0.0297	2	3	0
0.665870808	1	0	1	1	0.069837	0.0297	3	3	1
0.916913157	1	0	0	0	0.030688	0.05435	1	4	0
0.593904629	1	0	1	1	0.030688	0.05435	2	4	1
0.259327178	1	0	0	0	0.030688	0.05435	3	4	0
0.745750517	1	0	0	0	0.030688	0.05435	4	4	0
0.035827083	1	0	0	0	0.015448	0.026788	1	8	0
0.737755811	1	0	0	0	0.015448	0.026788	2	8	0
0.825913883	1	0	0	0	0.015448	0.026788	3	8	0
0.7472874	1	0	0	0	0.015448	0.026788	4	8	0
0.881144139	1	0	0	0	0.015448	0.026788	5	8	0
0.509967248	1	0	1	0	0.015448	0.026788	6	8	1
0.904832049	1	0	0	0	0.015448	0.026788	7	8	0
0.91165445	1	0	0	0	0.015448	0.026788	8	8	0
0.887346803	1	0	1	1	0.027965	0.040614	1	7	1
0.108984409	1	0	0	1	0.027965	0.040614	2	7	0
0.607302682	1	0	1	1	0.027965	0.040614	3	7	1
0.289213279	1	0	0	0	0.027965	0.040614	4	7	0
0.70420169	1	0	1	1	0.027965	0.040614	5	7	1
0.583553506	1	0	1	1	0.027965	0.040614	6	7	1
0.475082251	1	0	1	1	0.027965	0.040614	7	7	1
0.861190551	1	0	0	1	0.070453	0.05315	1	4	1
0.201574982	1	0	0	0	0.070453	0.05315	2	4	0
0.419343901	1	0	0	0	0.070453	0.05315	3	4	0
0.34751564	1	0	1	1	0.070453	0.05315	4	4	1
0.594745762	1	0	1	1	0.018516	0.033478	1	9	1
0.384074339	1	0	1	0	0.018516	0.033478	2	9	1
0.843133875	1	0	1	0	0.018516	0.033478	3	9	0
0.884387159	1	0	1	0	0.018516	0.033478	4	9	0
0.930671059	1	0	1	0	0.018516	0.033478	5	9	0
0.635105415	1	0	1	0	0.018516	0.033478	6	9	1
0.529664093	1	0	1	0	0.018516	0.033478	7	9	1
0.372874083	1	0	1	1	0.018516	0.033478	8	9	1
0.287086716	1	0	1	1	0.018516	0.033478	9	9	1
0.931201543	1	0	0	0	0.017566	0.024067	1	9	0
0.922157013	1	0	0	0	0.017566	0.024067	2	9	0
0.949274347	1	0	0	0	0.017566	0.024067	3	9	0
0.57649969	1	0	1	1	0.017566	0.024067	4	9	1
0.419500938	1	0	1	0	0.017566	0.024067	5	9	1
0.711743407	1	0	1	1	0.017566	0.024067	6	9	1
0.148857198	1	0	1	0	0.017566	0.024067	7	9	1
0.509086831	1	0	1	1	0.017566	0.024067	8	9	1
0.108280385	1	0	1	0	0.017566	0.024067	9	9	1
0.602810065	1	0	1	1	0.022365	0.04127	1	10	1
0.822836206	1	0	0	0	0.022365	0.04127	2	10	0
0.927549446	1	0	0	0	0.022365	0.04127	3	10	0
0.959682775	1	0	0	0	0.022365	0.04127	4	10	0
0.989340554	1	0	0	0	0.022365	0.04127	5	10	0
0.984571616	1	0	0	0	0.022365	0.04127	6	10	0
0.983429548	1	0	1	0	0.022365	0.04127	7	10	0
0.525427837	1	0	1	1	0.022365	0.04127	8	10	1
0.658216553	1	0	0	0	0.022365	0.04127	9	10	0
0.80273532	1	0	0	0	0.022365	0.04127	10	10	0
0.909293458	1	0	1	1	0.131909	0.0532	1	4	1
0.90897279	1	0	1	1	0.131909	0.0532	2	4	1
0.684473023	1	0	1	1	0.131909	0.0532	3	4	1
0.731416507	1	0	0	1	0.131909	0.0532	4	4	1
0.76938534	1	0	0	0	0.024261	0.018425	1	4	0
0.346163219	1	0	1	1	0.024261	0.018425	2	4	1
0.234400126	1	0	0	1	0.024261	0.018425	3	4	0
0.561351002	1	0	0	0	0.024261	0.018425	4	4	0
0.736522394	1	0	1	1	0.119859	0.088825	1	4	1
0.161505869	1	0	0	1	0.119859	0.088825	2	4	0
0.447524299	1	0	0	1	0.119859	0.088825	3	4	1
0.46574568	1	0	0	1	0.119859	0.088825	4	4	1
0.866317933	1	0	1	1	0.030688	0.0255	1	4	1
0.260461859	1	0	1	1	0.030688	0.0255	2	4	1
0.493304118	1	0	1	0	0.030688	0.0255	3	4	1
0.611176634	1	0	0	0	0.030688	0.0255	4	4	0
0.558569507	1	0	0	0	0.008419	0.020688	1	8	0
0.40467578	1	0	1	1	0.008419	0.020688	2	8	1
0.218104207	1	0	0	0	0.008419	0.020688	3	8	0
0.523574222	1	0	1	0	0.008419	0.020688	4	8	1
0.424550159	1	0	0	0	0.008419	0.020688	5	8	0
0.442324328	1	0	0	0	0.008419	0.020688	6	8	0
0.293906127	1	0	0	0	0.008419	0.020688	7	8	0
0.828470865	1	0	0	0	0.008419	0.020688	8	8	0
0.951780517	1	0	0	0	0.113368	0.11788	1	5	0
0.894514102	1	0	0	0	0.113368	0.11788	2	5	0
0.518795316	1	0	1	1	0.113368	0.11788	3	5	1
0.527347241	1	0	1	1	0.113368	0.11788	4	5	1
0.582319347	1	0	0	1	0.113368	0.11788	5	5	1
0.718471469	1	0	0	1	0.093573	0.101	1	5	1
0.662575213	1	0	0	0	0.093573	0.101	2	5	0
0.791513543	1	0	1	1	0.093573	0.101	3	5	1
0.151313333	1	0	0	0	0.093573	0.101	4	5	0
0.089794841	1	0	0	1	0.093573	0.101	5	5	0
0.601703602	1	0	1	1	0.041653	0.0678	1	8	1
0.722322392	1	0	0	0	0.041653	0.0678	2	8	0
0.429501208	1	0	0	0	0.041653	0.0678	3	8	0
0.964501094	1	0	0	0	0.041653	0.0678	4	8	0
0.746059964	1	0	1	1	0.041653	0.0678	5	8	1
0.073290028	1	0	0	0	0.041653	0.0678	6	8	0
0.804634327	1	0	0	0	0.041653	0.0678	7	8	0
0.84129396	1	0	0	0	0.041653	0.0678	8	8	0
0.624134554	1	0	0	1	0.022277	0.029	1	8	0
0.1836292	1	0	0	0	0.022277	0.029	2	8	0
0.067241308	1	0	0	1	0.022277	0.029	3	8	0
0.645951163	1	0	1	1	0.022277	0.029	4	8	1
0.607342861	1	0	1	1	0.022277	0.029	5	8	1
0.340097911	1	0	1	0	0.022277	0.029	6	8	1
0.456930417	1	0	0	0	0.022277	0.029	7	8	0
0.681616946	1	0	0	0	0.022277	0.029	8	8	0
0.810801259	1	0	1	1	0.144361	0.122675	1	4	1
0.652036995	1	0	1	1	0.144361	0.122675	2	4	1
0.646191063	1	0	1	1	0.144361	0.122675	3	4	1
0.351973419	1	0	0	0	0.144361	0.122675	4	4	0
0.926782666	1	0	1	1	0.060411	0.0893	1	4	1
0.520878453	1	0	1	1	0.060411	0.0893	2	4	1
0.358865597	1	0	0	1	0.060411	0.0893	3	4	0
0.416569205	1	0	0	0	0.060411	0.0893	4	4	0
0.569262052	1	0	0	0	0.092802	0.07982	1	5	0
0.387439532	1	0	1	0	0.092802	0.07982	2	5	1
0.505696001	1	0	0	0	0.092802	0.07982	3	5	0
0.321800542	1	0	1	0	0.092802	0.07982	4	5	1
0.309263277	1	0	0	1	0.092802	0.07982	5	5	0
0.84112284	1	0	1	1	0.063657	0.076	1	6	1
0.519117798	1	0	0	0	0.063657	0.076	2	6	0
0.296055156	1	0	1	0	0.063657	0.076	3	6	1
0.8855668	1	0	1	1	0.063657	0.076	4	6	1
0.908113434	1	0	1	1	0.063657	0.076	5	6	1
0.71678946	1	0	1	1	0.063657	0.076	6	6	1
0.521323671	1	0	1	1	0.055591	0.041075	1	4	1
0.866115069	1	0	1	1	0.055591	0.041075	2	4	1
0.298888562	1	0	1	1	0.055591	0.041075	3	4	1
0.339824681	1	0	1	0	0.055591	0.041075	4	4	1
0.86848442	1	0	1	1	0.158821	0.127825	1	4	1
0.691890165	1	0	1	1	0.158821	0.127825	2	4	1
0.783554876	1	0	1	1	0.158821	0.127825	3	4	1
0.399807978	1	0	1	1	0.158821	0.127825	4	4	1
0.950327724	1	0	0	0	0.113368	0.118	1	5	0
0.826638388	1	0	0	0	0.113368	0.118	2	5	0
0.905853119	1	0	0	0	0.113368	0.118	3	5	0
0.793322556	1	0	0	0	0.113368	0.118	4	5	0
0.40136812	1	0	1	1	0.113368	0.118	5	5	1
0.745489556	1	0	0	0	0.060808	0.08485	1	6	0
0.149848771	1	0	1	1	0.060808	0.08485	2	6	1
0.335022797	1	0	0	0	0.060808	0.08485	3	6	0
0.730768501	1	0	0	0	0.060808	0.08485	4	6	0
0.904270255	1	0	0	0	0.060808	0.08485	5	6	0
0.621873422	1	0	0	0	0.060808	0.08485	6	6	0
0.35367383	1	0	0	0	0.021851	0.0252	1	5	0
0.677386492	1	0	1	1	0.021851	0.0252	2	5	1
0.313765274	1	0	1	1	0.021851	0.0252	3	5	1
0.745357926	1	0	0	0	0.021851	0.0252	4	5	0
0.926018671	1	0	0	0	0.021851	0.0252	5	5	0
0.399922586	1	0	0	1	0.021337	0.02512	1	5	0
0.917120008	1	0	0	0	0.021337	0.02512	2	5	0
0.203099545	1	0	1	0	0.021337	0.02512	3	5	1
0.625194986	1	0	0	0	0.021337	0.02512	4	5	0
0.874430289	1	0	1	1	0.021337	0.02512	5	5	1
0.255939579	1	0	0	0	0.05527	0.08195	1	6	0
0.660117887	1	0	0	0	0.05527	0.08195	2	6	0
0.869323584	1	0	1	1	0.05527	0.08195	3	6	1
0.296986436	1	0	0	0	0.05527	0.08195	4	6	0
0.494723095	1	0	0	1	0.05527	0.08195	5	6	1
0.222815396	1	0	0	0	0.05527	0.08195	6	6	0
0.31768715	1	0	0	0	0.125884	0.10935	1	4	0
0.076241145	1	0	0	0	0.125884	0.10935	2	4	0
0.606397983	1	0	1	1	0.125884	0.10935	3	4	1
0.467667385	1	0	0	0	0.125884	0.10935	4	4	0
0.502200225	1	0	0	0	0.015344	0.04225	1	8	0
0.894545847	1	0	0	0	0.015344	0.04225	2	8	0
0.32014123	1	0	0	0	0.015344	0.04225	3	8	0
0.767353168	1	0	0	0	0.015344	0.04225	4	8	0
0.814667851	1	0	1	1	0.015344	0.04225	5	8	1
0.296140243	1	0	0	0	0.015344	0.04225	6	8	0
0.189201859	1	0	0	0	0.015344	0.04225	7	8	0
0.514126161	1	0	0	0	0.015344	0.04225	8	8	0
0.870687558	1	0	1	1	0.106603	0.0877	1	4	1
0.621782456	1	0	0	0	0.106603	0.0877	2	4	0
0.651156016	1	0	1	1	0.106603	0.0877	3	4	1
0.370699136	1	0	1	1	0.106603	0.0877	4	4	1
0.592082197	1	0	0	0	0.060668	0.0764	1	5	0
0.119893966	1	0	1	0	0.060668	0.0764	2	5	1
0.489413654	1	0	0	1	0.060668	0.0764	3	5	0
0.309290907	1	0	1	1	0.060668	0.0764	4	5	1
0.447653732	1	0	1	1	0.060668	0.0764	5	5	1
0.38280657	1	0	0	1	0.12267	0.0776	1	4	0
0.529588974	1	0	1	1	0.12267	0.0776	2	4	1
0.057517722	1	0	0	1	0.12267	0.0776	3	4	0
0.48973312	1	0	1	1	0.12267	0.0776	4	4	1
0.352856903	1	0	0	1	0.027828	0.032586	1	7	0
0.447211632	1	0	0	1	0.027828	0.032586	2	7	0
0.879756599	1	0	1	1	0.027828	0.032586	3	7	1
0.8756703	1	0	1	1	0.027828	0.032586	4	7	1
0.071004087	1	0	1	1	0.027828	0.032586	5	7	1
0.398854282	1	0	0	0	0.027828	0.032586	6	7	0
0.356578343	1	0	0	0	0.027828	0.032586	7	7	0
0.938985103	1	0	1	1	0.092545	0.0836	1	4	1
0.04753573	1	0	1	1	0.092545	0.0836	2	4	1
0.649615196	1	0	0	0	0.092545	0.0836	3	4	0
0.547374082	1	0	1	1	0.092545	0.0836	4	4	1
0.398331185	1	0	0	0	0.121867	0.07625	1	4	0
0.265183462	1	0	1	0	0.121867	0.07625	2	4	1
0.826251292	1	0	0	0	0.121867	0.07625	3	4	0
0.060020503	1	0	1	1	0.121867	0.07625	4	4	1
0.890297271	1	0	1	1	0.022247	0.028383	1	6	1
0.221632845	1	0	0	1	0.022247	0.028383	2	6	0
0.711147006	1	0	0	0	0.022247	0.028383	3	6	0
0.355408083	1	0	0	1	0.022247	0.028383	4	6	0
0.629464571	1	0	0	0	0.022247	0.028383	5	6	0
0.156290792	1	0	0	0	0.022247	0.028383	6	6	0
0.531480314	1	0	1	0	0.023318	0.026183	1	6	1
0.221315763	1	0	0	0	0.023318	0.026183	2	6	0
0.461980125	1	0	0	1	0.023318	0.026183	3	6	0
0.307900044	1	0	0	0	0.023318	0.026183	4	6	0
0.218045121	1	0	0	0	0.023318	0.026183	5	6	0
0.150642825	1	0	0	1	0.023318	0.026183	6	6	0
0.275493895	1	0	0	1	0.1	0.09952	1	5	0
0.630877849	1	0	0	0	0.1	0.09952	2	5	0
0.875228865	1	0	1	1	0.1	0.09952	3	5	1
0.649086246	1	0	0	0	0.1	0.09952	4	5	0
0.657542426	1	0	1	0	0.1	0.09952	5	5	0
0.691708693	1	0	0	0	0.132712	0.0743	1	4	0
0.077236132	1	0	1	0	0.132712	0.0743	2	4	1
0.470266565	1	0	1	1	0.132712	0.0743	3	4	1
0.501346057	1	0	1	0	0.132712	0.0743	4	4	1
0.588265114	1	0	1	1	0.10339	0.0253	1	4	1
0.839023038	1	0	1	1	0.10339	0.0253	2	4	1
0.147191481	1	0	0	1	0.10339	0.0253	3	4	0
0.470664601	1	0	0	0	0.10339	0.0253	4	4	0
0.085188486	1	0	0	0	0.054499	0.05628	1	5	0
0.417713803	1	0	0	0	0.054499	0.05628	2	5	0
0.266841982	1	0	1	0	0.054499	0.05628	3	5	1
0.428231267	1	0	0	0	0.054499	0.05628	4	5	0
0.846130733	1	0	0	0	0.054499	0.05628	5	5	0
0.346405061	1	0	1	0	0.029306	0.04342	1	5	1
0.4120897	1	0	1	0	0.029306	0.04342	2	5	1
0.346014361	1	0	1	0	0.029306	0.04342	3	5	1
0.338475659	1	0	0	0	0.029306	0.04342	4	5	0
0.413067192	1	0	0	0	0.029306	0.04342	5	5	0
0.797134732	1	0	1	1	0.051928	0.053	1	5	1
0.637339915	1	0	0	1	0.051928	0.053	2	5	1
0.193522716	1	0	0	0	0.051928	0.053	3	5	0
0.219823542	1	0	0	0	0.051928	0.053	4	5	0
0.759229081	1	0	0	0	0.051928	0.053	5	5	0
0.640260555	1	0	0	0	0.03795	0.057767	1	6	0
0.677691492	1	0	1	1	0.03795	0.057767	2	6	1
0.620041686	1	0	1	1	0.03795	0.057767	3	6	1
0.535691803	1	0	1	0	0.03795	0.057767	4	6	1
0.307698637	1	0	0	0	0.03795	0.057767	5	6	0
0.867039192	1	0	1	1	0.03795	0.057767	6	6	1
0.351746784	1	0	1	1	0.174888	0.084775	1	4	1
0.665237244	1	0	1	1	0.174888	0.084775	2	4	1
0.464667434	1	0	1	1	0.174888	0.084775	3	4	1
0.699475844	1	0	1	1	0.174888	0.084775	4	4	1
0.117753895	1	0	1	0	0.179306	0.1163	1	4	1
0.935122652	1	0	0	0	0.179306	0.1163	2	4	0
0.697165203	1	0	1	1	0.179306	0.1163	3	4	1
0.900285452	1	0	1	1	0.179306	0.1163	4	4	1
0.835909093	1	0	1	1	0.018913	0.030057	1	7	1
0.315075905	1	0	0	1	0.018913	0.030057	2	7	0
0.427408537	1	0	1	1	0.018913	0.030057	3	7	1
0.671684255	1	0	0	0	0.018913	0.030057	4	7	0
0.767862668	1	0	0	0	0.018913	0.030057	5	7	0
0.481415063	1	0	0	0	0.018913	0.030057	6	7	0
0.512498134	1	0	0	0	0.018913	0.030057	7	7	0
0.237851045	1	0	1	0	0.044987	0.04972	1	5	1
0.896193299	1	0	0	0	0.044987	0.04972	2	5	0
