machine_confidence	human_confidence	machine_effort	target	machine_predict	human_effort_groundtruth	human_effort_predicted_avg
0.9710146	1	0	0	0	0.065553	0.038367
0.9620416	1	0	1	0	0.065553	0.038367
0.995223	1	0	1	1	0.169087	0.094367
0.808249	1	0	1	1	0.169087	0.094367
0.9581506	1	0	1	1	0.169087	0.094367
0.9993005	1	0	0	0	0.127678	0.091333
0.9993349	1	0	0	0	0.127678	0.091333
0.9086395	1	0	1	1	0.127678	0.091333
0.9920238	1	0	1	1	0.066436	0.057525
0.5559682	1	0	0	0	0.066436	0.057525
0.9734098	1	0	1	1	0.066436	0.057525
0.9004594	1	0	0	0	0.066436	0.057525
0.9750873	1	0	1	1	0.089117	0.078667
0.6145055	1	0	1	1	0.089117	0.078667
0.9965695	1	0	1	1	0.089117	0.078667
0.9880809	1	0	1	1	0.024261	0.025175
0.7292115	1	0	1	1	0.024261	0.025175
0.8883027	1	0	1	1	0.024261	0.025175
0.9745871	1	0	1	1	0.024261	0.025175
0.9929349	1	0	1	1	0.046015	0.0341
0.9923023	1	0	1	1	0.046015	0.0341
0.9926519	1	0	0	1	0.046015	0.0341
0.9577024	1	0	0	0	0.046015	0.0341
0.9648839	1	0	0	1	0.046015	0.0341
0.996403	1	0	1	1	0.062018	0.057725
0.8466166	1	0	0	0	0.062018	0.057725
0.9851666	1	0	0	0	0.062018	0.057725
0.9490331	1	0	0	0	0.062018	0.057725
0.9942123	1	0	0	0	0.016527	0.023417
0.9458829	1	0	1	0	0.016527	0.023417
0.9990534	1	0	1	0	0.016527	0.023417
0.8756717	1	0	1	0	0.016527	0.023417
0.9880422	1	0	1	0	0.016527	0.023417
0.9978173	1	0	0	0	0.016527	0.023417
0.9962195	1	0	1	0	0.120544	0.086467
0.9942191	1	0	1	1	0.120544	0.086467
0.9128079	1	0	1	1	0.120544	0.086467
0.8830829	1	0	1	1	0.061183	0.06852
0.7351718	1	0	0	0	0.061183	0.06852
0.9787804	1	0	1	1	0.061183	0.06852
0.9017491	1	0	0	1	0.061183	0.06852
0.9016511	1	0	1	0	0.061183	0.06852
0.9990701	1	0	0	0	0.052185	0.05502
0.8392833	1	0	1	0	0.052185	0.05502
0.9692791	1	0	0	0	0.052185	0.05502
0.9983084	1	0	0	0	0.052185	0.05502
0.9992324	1	0	0	0	0.052185	0.05502
0.9944006	1	0	1	1	0.089824	0.0679
0.9980834	1	0	1	1	0.089824	0.0679
0.9226713	1	0	1	0	0.089824	0.0679
0.9366785	1	0	1	1	0.019709	0.033111
0.8183348	1	0	1	1	0.019709	0.033111
0.8183536	1	0	0	0	0.019709	0.033111
0.9256051	1	0	0	0	0.019709	0.033111
0.9780607	1	0	0	0	0.019709	0.033111
0.5969325	1	0	0	0	0.019709	0.033111
0.9380029	1	0	0	0	0.019709	0.033111
0.9052274	1	0	0	0	0.019709	0.033111
0.9991959	1	0	0	0	0.019709	0.033111
0.9992358	1	0	0	0	0.03841	0.084367
0.7911149	1	0	1	0	0.03841	0.084367
0.9973304	1	0	0	0	0.03841	0.084367
0.9982437	1	0	1	1	0.094109	0.0942
0.7021632	1	0	1	0	0.094109	0.0942
0.9766586	1	0	1	0	0.094109	0.0942
0.9728362	1	0	1	1	0.166051	0.067125
0.9047303	1	0	0	0	0.166051	0.067125
0.9968712	1	0	0	0	0.166051	0.067125
0.8224123	1	0	0	0	0.166051	0.067125
0.9742472	1	0	0	0	0.106202	0.092825
0.9336362	1	0	0	0	0.106202	0.092825
0.9665536	1	0	1	1	0.106202	0.092825
0.9935511	1	0	1	1	0.106202	0.092825
0.5251127	1	0	1	0	0.040628	0.047433
0.9876693	1	0	0	0	0.040628	0.047433
0.9529255	1	0	0	0	0.040628	0.047433
0.9893008	1	0	0	0	0.040628	0.047433
0.9771336	1	0	0	0	0.040628	0.047433
0.9988206	1	0	0	0	0.040628	0.047433
0.9751654	1	0	0	0	0.006534	0.021867
0.9988602	1	0	0	0	0.006534	0.021867
0.9899923	1	0	1	1	0.006534	0.021867
0.9979816	1	0	0	0	0.006534	0.021867
0.9988272	1	0	0	0	0.006534	0.021867
0.9874221	1	0	0	0	0.006534	0.021867
0.9930286	1	0	0	0	0.022783	0.022367
0.9986161	1	0	0	0	0.022783	0.022367
0.8439446	1	0	1	1	0.022783	0.022367
0.990419	1	0	1	1	0.022783	0.022367
