machine_confidence	human_confidence	machine_effort	target	machine_predict	human_effort_groundtruth	human_effort_predicted_avg
0.677196024	1	0	1	1	0.003138	0.039233
0.738781942	1	0	0	0	0.003138	0.039233
0.884209701	1	0	0	0	0.003138	0.039233
0.19949118	1	0	0	0	0.003138	0.039233
0.605134381	1	0	0	0	0.003138	0.039233
0.626131787	1	0	0	0	0.003138	0.039233
0.746581783	1	0	1	1	0.176949	0.114533
0.183093637	1	0	0	1	0.176949	0.114533
0.481241285	1	0	1	1	0.176949	0.114533
0.057029825	1	0	0	1	0.016281	0.047
0.450445093	1	0	0	0	0.016281	0.047
0.778248757	1	0	1	1	0.016281	0.047
0.594603447	1	0	0	0	0.037704	0.051733
0.271318283	1	0	1	0	0.037704	0.051733
0.401001446	1	0	1	0	0.037704	0.051733
0.849907687	1	0	1	1	0.016452	0.04058
0.05870183	1	0	1	0	0.016452	0.04058
0.74718708	1	0	1	1	0.016452	0.04058
0.864727146	1	0	1	1	0.016452	0.04058
0.304860988	1	0	1	0	0.016452	0.04058
0.199452713	1	0	0	0	0.008494	0.037017
0.257257475	1	0	1	0	0.008494	0.037017
0.75526084	1	0	0	0	0.008494	0.037017
0.807225073	1	0	0	0	0.008494	0.037017
0.935470796	1	0	0	0	0.008494	0.037017
0.963344329	1	0	0	0	0.008494	0.037017
0.465639302	1	0	0	0	0.00617	0.00996
0.045829654	1	0	0	0	0.00617	0.00996
0.558193069	1	0	1	1	0.00617	0.00996
0.325310325	1	0	0	1	0.00617	0.00996
0.170079192	1	0	1	0	0.00617	0.00996
0.641058722	1	0	0	0	0.00617	0.00996
0.940479072	1	0	0	0	0.00617	0.00996
0.891830397	1	0	0	0	0.00617	0.00996
0.878726609	1	0	1	0	0.00617	0.00996
0.785920495	1	0	0	0	0.00617	0.00996
0.337475599	1	0	1	0	0.05157	0.050886
0.571836849	1	0	0	0	0.05157	0.050886
0.820121166	1	0	0	0	0.05157	0.050886
0.871652883	1	0	0	0	0.05157	0.050886
0.118155665	1	0	1	0	0.05157	0.050886
0.123078376	1	0	1	0	0.05157	0.050886
0.758833576	1	0	1	1	0.05157	0.050886
0.086646786	1	0	1	1	0.034854	0.0675
0.780788716	1	0	1	1	0.034854	0.0675
0.782259094	1	0	1	1	0.034854	0.0675
0.30725738	1	0	1	1	0.023136	0.026233
0.586500319	1	0	1	1	0.023136	0.026233
0.122759738	1	0	1	1	0.023136	0.026233
0.352922565	1	0	1	1	0.023136	0.026233
0.115139599	1	0	0	0	0.023136	0.026233
0.237522802	1	0	1	0	0.023136	0.026233
0.740752133	1	0	1	1	0.027876	0.048875
0.294779081	1	0	0	0	0.027876	0.048875
0.619193065	1	0	0	0	0.027876	0.048875
0.772424244	1	0	0	0	0.027876	0.048875
0.613090901	1	0	1	1	0.100578	0.101
0.411181986	1	0	0	0	0.100578	0.101
0.23564369	1	0	1	1	0.100578	0.101
0.839369521	1	0	0	0	0.100578	0.101
0.601804714	1	0	1	1	0.028278	0.06915
0.211229792	1	0	1	0	0.028278	0.06915
0.114627137	1	0	1	0	0.028278	0.06915
0.098853191	1	0	1	0	0.028278	0.06915
0.875081157	1	0	0	1	0.037114	0.0578
0.389723873	1	0	0	0	0.037114	0.0578
0.087166786	1	0	1	1	0.037114	0.0578
0.362594423	1	0	0	0	0.037114	0.0578
0.575435527	1	0	1	1	0.022783	0.077783
0.544656179	1	0	0	0	0.022783	0.077783
0.132571334	1	0	1	0	0.022783	0.077783
0.50014073	1	0	0	0	0.022783	0.077783
0.652140843	1	0	0	1	0.022783	0.077783
0.647795576	1	0	0	0	0.022783	0.077783
0.257945057	1	0	0	0	0.050771	0.0528
0.127347678	1	0	1	1	0.050771	0.0528
0.897804535	1	0	1	1	0.050771	0.0528
0.181010679	1	0	1	0	0.050771	0.0528
0.14706279	1	0	1	1	0.026695	0.0561
0.182135785	1	0	1	1	0.026695	0.0561
0.201592439	1	0	0	0	0.026695	0.0561
0.665597017	1	0	0	0	0.026695	0.0561
0.521390867	1	0	1	0	0.026695	0.0561
0.358057129	1	0	1	1	0.026695	0.0561
0.76901496	1	0	1	0	0.026695	0.0561
0.840321376	1	0	0	0	0.026695	0.0561
0.040157574	1	0	0	0	0.069837	0.041533
0.691859008	1	0	0	0	0.069837	0.041533
0.665870808	1	0	1	1	0.069837	0.041533
0.916913157	1	0	0	0	0.030688	0.059975
0.593904629	1	0	1	1	0.030688	0.059975
0.259327178	1	0	0	0	0.030688	0.059975
0.745750517	1	0	0	0	0.030688	0.059975
0.035827083	1	0	0	0	0.015448	0.019288
0.737755811	1	0	0	0	0.015448	0.019288
0.825913883	1	0	0	0	0.015448	0.019288
0.7472874	1	0	0	0	0.015448	0.019288
0.881144139	1	0	0	0	0.015448	0.019288
0.509967248	1	0	1	0	0.015448	0.019288
0.904832049	1	0	0	0	0.015448	0.019288
0.91165445	1	0	0	0	0.015448	0.019288
0.887346803	1	0	1	1	0.027965	0.0465
0.108984409	1	0	0	1	0.027965	0.0465
0.607302682	1	0	1	1	0.027965	0.0465
0.289213279	1	0	0	0	0.027965	0.0465
0.70420169	1	0	1	1	0.027965	0.0465
0.583553506	1	0	1	1	0.027965	0.0465
0.475082251	1	0	1	1	0.027965	0.0465
0.861190551	1	0	0	1	0.070453	0.053825
0.201574982	1	0	0	0	0.070453	0.053825
0.419343901	1	0	0	0	0.070453	0.053825
0.34751564	1	0	1	1	0.070453	0.053825
0.594745762	1	0	1	1	0.018516	0.0175
0.384074339	1	0	1	0	0.018516	0.0175
0.843133875	1	0	1	0	0.018516	0.0175
0.884387159	1	0	1	0	0.018516	0.0175
0.930671059	1	0	1	0	0.018516	0.0175
0.635105415	1	0	1	0	0.018516	0.0175
0.529664093	1	0	1	0	0.018516	0.0175
0.372874083	1	0	1	1	0.018516	0.0175
0.287086716	1	0	1	1	0.018516	0.0175
0.931201543	1	0	0	0	0.017566	0.0126
0.922157013	1	0	0	0	0.017566	0.0126
0.949274347	1	0	0	0	0.017566	0.0126
0.57649969	1	0	1	1	0.017566	0.0126
0.419500938	1	0	1	0	0.017566	0.0126
0.711743407	1	0	1	1	0.017566	0.0126
0.148857198	1	0	1	0	0.017566	0.0126
0.509086831	1	0	1	1	0.017566	0.0126
0.108280385	1	0	1	0	0.017566	0.0126
0.602810065	1	0	1	1	0.022365	0.02294
0.822836206	1	0	0	0	0.022365	0.02294
0.927549446	1	0	0	0	0.022365	0.02294
0.959682775	1	0	0	0	0.022365	0.02294
0.989340554	1	0	0	0	0.022365	0.02294
0.984571616	1	0	0	0	0.022365	0.02294
0.983429548	1	0	1	0	0.022365	0.02294
0.525427837	1	0	1	1	0.022365	0.02294
0.658216553	1	0	0	0	0.022365	0.02294
0.80273532	1	0	0	0	0.022365	0.02294
0.909293458	1	0	1	1	0.131909	0.057075
0.90897279	1	0	1	1	0.131909	0.057075
0.684473023	1	0	1	1	0.131909	0.057075
0.731416507	1	0	0	1	0.131909	0.057075
0.76938534	1	0	0	0	0.024261	0.019525
0.346163219	1	0	1	1	0.024261	0.019525
0.234400126	1	0	0	1	0.024261	0.019525
0.561351002	1	0	0	0	0.024261	0.019525
0.736522394	1	0	1	1	0.119859	0.086075
0.161505869	1	0	0	1	0.119859	0.086075
0.447524299	1	0	0	1	0.119859	0.086075
0.46574568	1	0	0	1	0.119859	0.086075
0.866317933	1	0	1	1	0.030688	0.029775
0.260461859	1	0	1	1	0.030688	0.029775
0.493304118	1	0	1	0	0.030688	0.029775
0.611176634	1	0	0	0	0.030688	0.029775
0.558569507	1	0	0	0	0.008419	0.056038
0.40467578	1	0	1	1	0.008419	0.056038
0.218104207	1	0	0	0	0.008419	0.056038
0.523574222	1	0	1	0	0.008419	0.056038
0.424550159	1	0	0	0	0.008419	0.056038
0.442324328	1	0	0	0	0.008419	0.056038
0.293906127	1	0	0	0	0.008419	0.056038
0.828470865	1	0	0	0	0.008419	0.056038
0.951780517	1	0	0	0	0.113368	0.08064
0.894514102	1	0	0	0	0.113368	0.08064
0.518795316	1	0	1	1	0.113368	0.08064
0.527347241	1	0	1	1	0.113368	0.08064
0.582319347	1	0	0	1	0.113368	0.08064
0.718471469	1	0	0	1	0.093573	0.08128
0.662575213	1	0	0	0	0.093573	0.08128
0.791513543	1	0	1	1	0.093573	0.08128
0.151313333	1	0	0	0	0.093573	0.08128
0.089794841	1	0	0	1	0.093573	0.08128
0.601703602	1	0	1	1	0.041653	0.035863
0.722322392	1	0	0	0	0.041653	0.035863
0.429501208	1	0	0	0	0.041653	0.035863
0.964501094	1	0	0	0	0.041653	0.035863
0.746059964	1	0	1	1	0.041653	0.035863
0.073290028	1	0	0	0	0.041653	0.035863
0.804634327	1	0	0	0	0.041653	0.035863
0.84129396	1	0	0	0	0.041653	0.035863
0.624134554	1	0	0	1	0.022277	0.018863
0.1836292	1	0	0	0	0.022277	0.018863
0.067241308	1	0	0	1	0.022277	0.018863
0.645951163	1	0	1	1	0.022277	0.018863
0.607342861	1	0	1	1	0.022277	0.018863
0.340097911	1	0	1	0	0.022277	0.018863
0.456930417	1	0	0	0	0.022277	0.018863
0.681616946	1	0	0	0	0.022277	0.018863
0.810801259	1	0	1	1	0.144361	0.118375
0.652036995	1	0	1	1	0.144361	0.118375
0.646191063	1	0	1	1	0.144361	0.118375
0.351973419	1	0	0	0	0.144361	0.118375
0.926782666	1	0	1	1	0.060411	0.021625
0.520878453	1	0	1	1	0.060411	0.021625
0.358865597	1	0	0	1	0.060411	0.021625
0.416569205	1	0	0	0	0.060411	0.021625
0.569262052	1	0	0	0	0.092802	0.0438
0.387439532	1	0	1	0	0.092802	0.0438
0.505696001	1	0	0	0	0.092802	0.0438
0.321800542	1	0	1	0	0.092802	0.0438
0.309263277	1	0	0	1	0.092802	0.0438
0.84112284	1	0	1	1	0.063657	0.046217
0.519117798	1	0	0	0	0.063657	0.046217
0.296055156	1	0	1	0	0.063657	0.046217
0.8855668	1	0	1	1	0.063657	0.046217
0.908113434	1	0	1	1	0.063657	0.046217
0.71678946	1	0	1	1	0.063657	0.046217
0.521323671	1	0	1	1	0.055591	0.0422
0.866115069	1	0	1	1	0.055591	0.0422
0.298888562	1	0	1	1	0.055591	0.0422
0.339824681	1	0	1	0	0.055591	0.0422
0.86848442	1	0	1	1	0.158821	0.054525
0.691890165	1	0	1	1	0.158821	0.054525
0.783554876	1	0	1	1	0.158821	0.054525
0.399807978	1	0	1	1	0.158821	0.054525
0.950327724	1	0	0	0	0.113368	0.0823
0.826638388	1	0	0	0	0.113368	0.0823
0.905853119	1	0	0	0	0.113368	0.0823
0.793322556	1	0	0	0	0.113368	0.0823
0.40136812	1	0	1	1	0.113368	0.0823
0.745489556	1	0	0	0	0.060808	0.0299
0.149848771	1	0	1	1	0.060808	0.0299
0.335022797	1	0	0	0	0.060808	0.0299
0.730768501	1	0	0	0	0.060808	0.0299
0.904270255	1	0	0	0	0.060808	0.0299
0.621873422	1	0	0	0	0.060808	0.0299
0.35367383	1	0	0	0	0.021851	0.03524
0.677386492	1	0	1	1	0.021851	0.03524
0.313765274	1	0	1	1	0.021851	0.03524
0.745357926	1	0	0	0	0.021851	0.03524
0.926018671	1	0	0	0	0.021851	0.03524
0.399922586	1	0	0	1	0.021337	0.02124
0.917120008	1	0	0	0	0.021337	0.02124
0.203099545	1	0	1	0	0.021337	0.02124
0.625194986	1	0	0	0	0.021337	0.02124
0.874430289	1	0	1	1	0.021337	0.02124
0.255939579	1	0	0	0	0.05527	0.032133
0.660117887	1	0	0	0	0.05527	0.032133
0.869323584	1	0	1	1	0.05527	0.032133
0.296986436	1	0	0	0	0.05527	0.032133
0.494723095	1	0	0	1	0.05527	0.032133
0.222815396	1	0	0	0	0.05527	0.032133
0.31768715	1	0	0	0	0.125884	0.0877
0.076241145	1	0	0	0	0.125884	0.0877
0.606397983	1	0	1	1	0.125884	0.0877
0.467667385	1	0	0	0	0.125884	0.0877
0.502200225	1	0	0	0	0.015344	0.021038
0.894545847	1	0	0	0	0.015344	0.021038
0.32014123	1	0	0	0	0.015344	0.021038
0.767353168	1	0	0	0	0.015344	0.021038
0.814667851	1	0	1	1	0.015344	0.021038
0.296140243	1	0	0	0	0.015344	0.021038
0.189201859	1	0	0	0	0.015344	0.021038
0.514126161	1	0	0	0	0.015344	0.021038
0.870687558	1	0	1	1	0.106603	0.06535
0.621782456	1	0	0	0	0.106603	0.06535
0.651156016	1	0	1	1	0.106603	0.06535
0.370699136	1	0	1	1	0.106603	0.06535
0.592082197	1	0	0	0	0.060668	0.07062
0.119893966	1	0	1	0	0.060668	0.07062
0.489413654	1	0	0	1	0.060668	0.07062
0.309290907	1	0	1	1	0.060668	0.07062
0.447653732	1	0	1	1	0.060668	0.07062
0.38280657	1	0	0	1	0.12267	0.050125
0.529588974	1	0	1	1	0.12267	0.050125
0.057517722	1	0	0	1	0.12267	0.050125
0.48973312	1	0	1	1	0.12267	0.050125
0.352856903	1	0	0	1	0.027828	0.024814
0.447211632	1	0	0	1	0.027828	0.024814
0.879756599	1	0	1	1	0.027828	0.024814
0.8756703	1	0	1	1	0.027828	0.024814
0.071004087	1	0	1	1	0.027828	0.024814
0.398854282	1	0	0	0	0.027828	0.024814
0.356578343	1	0	0	0	0.027828	0.024814
0.938985103	1	0	1	1	0.092545	0.11985
0.04753573	1	0	1	1	0.092545	0.11985
0.649615196	1	0	0	0	0.092545	0.11985
0.547374082	1	0	1	1	0.092545	0.11985
0.398331185	1	0	0	0	0.121867	0.042825
0.265183462	1	0	1	0	0.121867	0.042825
0.826251292	1	0	0	0	0.121867	0.042825
0.060020503	1	0	1	1	0.121867	0.042825
0.890297271	1	0	1	1	0.022247	0.041967
0.221632845	1	0	0	1	0.022247	0.041967
0.711147006	1	0	0	0	0.022247	0.041967
0.355408083	1	0	0	1	0.022247	0.041967
0.629464571	1	0	0	0	0.022247	0.041967
0.156290792	1	0	0	0	0.022247	0.041967
0.531480314	1	0	1	0	0.023318	0.030633
0.221315763	1	0	0	0	0.023318	0.030633
0.461980125	1	0	0	1	0.023318	0.030633
0.307900044	1	0	0	0	0.023318	0.030633
0.218045121	1	0	0	0	0.023318	0.030633
0.150642825	1	0	0	1	0.023318	0.030633
0.275493895	1	0	0	1	0.1	0.0414
0.630877849	1	0	0	0	0.1	0.0414
0.875228865	1	0	1	1	0.1	0.0414
0.649086246	1	0	0	0	0.1	0.0414
0.657542426	1	0	1	0	0.1	0.0414
0.691708693	1	0	0	0	0.132712	0.074875
0.077236132	1	0	1	0	0.132712	0.074875
0.470266565	1	0	1	1	0.132712	0.074875
0.501346057	1	0	1	0	0.132712	0.074875
0.588265114	1	0	1	1	0.10339	0.038675
0.839023038	1	0	1	1	0.10339	0.038675
0.147191481	1	0	0	1	0.10339	0.038675
0.470664601	1	0	0	0	0.10339	0.038675
0.085188486	1	0	0	0	0.054499	0.0461
0.417713803	1	0	0	0	0.054499	0.0461
0.266841982	1	0	1	0	0.054499	0.0461
0.428231267	1	0	0	0	0.054499	0.0461
0.846130733	1	0	0	0	0.054499	0.0461
0.346405061	1	0	1	0	0.029306	0.02794
0.4120897	1	0	1	0	0.029306	0.02794
0.346014361	1	0	1	0	0.029306	0.02794
0.338475659	1	0	0	0	0.029306	0.02794
0.413067192	1	0	0	0	0.029306	0.02794
0.797134732	1	0	1	1	0.051928	0.03548
0.637339915	1	0	0	1	0.051928	0.03548
0.193522716	1	0	0	0	0.051928	0.03548
0.219823542	1	0	0	0	0.051928	0.03548
0.759229081	1	0	0	0	0.051928	0.03548
0.640260555	1	0	0	0	0.03795	0.05415
0.677691492	1	0	1	1	0.03795	0.05415
0.620041686	1	0	1	1	0.03795	0.05415
0.535691803	1	0	1	0	0.03795	0.05415
0.307698637	1	0	0	0	0.03795	0.05415
0.867039192	1	0	1	1	0.03795	0.05415
0.351746784	1	0	1	1	0.174888	0.076275
0.665237244	1	0	1	1	0.174888	0.076275
0.464667434	1	0	1	1	0.174888	0.076275
0.699475844	1	0	1	1	0.174888	0.076275
0.117753895	1	0	1	0	0.179306	0.0645
0.935122652	1	0	0	0	0.179306	0.0645
0.697165203	1	0	1	1	0.179306	0.0645
0.900285452	1	0	1	1	0.179306	0.0645
0.835909093	1	0	1	1	0.018913	0.033543
0.315075905	1	0	0	1	0.018913	0.033543
0.427408537	1	0	1	1	0.018913	0.033543
0.671684255	1	0	0	0	0.018913	0.033543
0.767862668	1	0	0	0	0.018913	0.033543
0.481415063	1	0	0	0	0.018913	0.033543
0.512498134	1	0	0	0	0.018913	0.033543
0.237851045	1	0	1	0	0.044987	0.07024
0.896193299	1	0	0	0	0.044987	0.07024
0.090213873	1	0	1	1	0.044987	0.07024
0.441698125	1	0	0	0	0.044987	0.07024
0.615171814	1	0	1	1	0.044987	0.07024
0.749496162	1	0	1	1	0.033901	0.0597
0.598463035	1	0	0	0	0.033901	0.0597
0.822290515	1	0	1	1	0.033901	0.0597
0.161051682	1	0	0	1	0.033901	0.0597
0.245106473	1	0	0	0	0.028278	0.0417
0.943796904	1	0	0	0	0.028278	0.0417
0.243816467	1	0	1	1	0.028278	0.0417
0.328845974	1	0	0	0	0.028278	0.0417
0.691222734	1	0	1	1	0.101971	0.0709
0.152553064	1	0	1	0	0.101971	0.0709
0.24741498	1	0	0	0	0.101971	0.0709
0.483628758	1	0	1	1	0.02485	0.055167
0.795191276	1	0	1	1	0.02485	0.055167
0.058231365	1	0	1	0	0.02485	0.055167
0.90876645	1	0	0	0	0.06626	0.093233
0.349455261	1	0	1	0	0.06626	0.093233
0.068803007	1	0	1	0	0.06626	0.093233
0.939926428	1	0	0	0	0.333333	0.087567
0.447217664	1	0	1	1	0.333333	0.087567
0.581424668	1	0	0	0	0.333333	0.087567
0.947736698	1	0	0	0	0.1241	0.051933
0.445286937	1	0	1	1	0.1241	0.051933
0.522932171	1	0	0	1	0.1241	0.051933
0.937416169	1	0	0	0	0.096251	0.036433
0.463327332	1	0	1	1	0.096251	0.036433
0.780911375	1	0	0	0	0.096251	0.036433
0.738952627	1	0	1	1	0.065553	0.123133
0.462800401	1	0	0	0	0.065553	0.123133
0.417952629	1	0	1	0	0.065553	0.123133
0.785915025	1	0	1	1	0.169087	0.130667
0.230676462	1	0	1	1	0.169087	0.130667
0.484864756	1	0	1	1	0.169087	0.130667
0.972630037	1	0	0	0	0.127678	0.115367
0.977468011	1	0	0	0	0.127678	0.115367
0.353812899	1	0	1	1	0.127678	0.115367
0.683685796	1	0	1	1	0.066436	0.059725
0.087917781	1	0	0	0	0.066436	0.059725
0.544310182	1	0	1	1	0.066436	0.059725
0.322652256	1	0	0	0	0.066436	0.059725
0.567710703	1	0	1	1	0.089117	0.1131
0.110350096	1	0	1	1	0.089117	0.1131
0.830681569	1	0	1	1	0.089117	0.1131
0.637972585	1	0	1	1	0.024261	0.062425
0.195715411	1	0	1	1	0.024261	0.062425
0.343847185	1	0	1	1	0.024261	0.062425
0.542935473	1	0	1	1	0.024261	0.062425
0.735595408	1	0	1	1	0.046015	0.0177
0.69174233	1	0	1	1	0.046015	0.0177
0.701047156	1	0	0	1	0.046015	0.0177
0.431941895	1	0	0	0	0.046015	0.0177
0.508760438	1	0	0	1	0.046015	0.0177
0.813656314	1	0	1	1	0.062018	0.029425
0.238950685	1	0	0	0	0.062018	0.029425
0.514638575	1	0	0	0	0.062018	0.029425
0.379626758	1	0	0	0	0.062018	0.029425
0.674650058	1	0	0	0	0.016527	0.045733
0.38564473	1	0	1	0	0.016527	0.045733
0.929926209	1	0	1	0	0.016527	0.045733
0.261868288	1	0	1	0	0.016527	0.045733
0.57215243	1	0	1	0	0.016527	0.045733
0.806578064	1	0	0	0	0.016527	0.045733
0.708298162	1	0	1	0	0.120544	0.1182
0.765205417	1	0	1	1	0.120544	0.1182
0.390868062	1	0	1	1	0.120544	0.1182
0.30540852	1	0	1	1	0.061183	0.06734
0.147011579	1	0	0	0	0.061183	0.06734
0.570311723	1	0	1	1	0.061183	0.06734
0.35768381	1	0	0	1	0.061183	0.06734
0.320872329	1	0	1	0	0.061183	0.06734
0.929977941	1	0	0	0	0.052185	0.0331
0.231148712	1	0	1	0	0.052185	0.0331
0.466916707	1	0	0	0	0.052185	0.0331
0.825197557	1	0	0	0	0.052185	0.0331
0.952081632	1	0	0	0	0.052185	0.0331
0.762490504	1	0	1	1	0.089824	0.041933
0.896024045	1	0	1	1	0.089824	0.041933
0.33729377	1	0	1	0	0.089824	0.041933
0.423362468	1	0	1	1	0.019709	0.021456
0.261959867	1	0	1	1	0.019709	0.021456
0.220520126	1	0	0	0	0.019709	0.021456
0.350587131	1	0	0	0	0.019709	0.021456
0.525628707	1	0	0	0	0.019709	0.021456
0.099455397	1	0	0	0	0.019709	0.021456
0.375802749	1	0	0	0	0.019709	0.021456
0.318528717	1	0	0	0	0.019709	0.021456
0.953585518	1	0	0	0	0.019709	0.021456
0.946733698	1	0	0	0	0.03841	0.0347
0.194813489	1	0	1	0	0.03841	0.0347
0.77333298	1	0	0	0	0.03841	0.0347
0.911912753	1	0	1	1	0.094109	0.0381
0.139661654	1	0	1	0	0.094109	0.0381
0.488074293	1	0	1	0	0.094109	0.0381
0.566331291	1	0	1	1	0.166051	0.0713
0.30491024	1	0	0	0	0.166051	0.0713
0.773190257	1	0	0	0	0.166051	0.0713
0.205263757	1	0	0	0	0.166051	0.0713
0.498501737	1	0	0	0	0.106202	0.1191
0.374410455	1	0	0	0	0.106202	0.1191
0.521288962	1	0	1	1	0.106202	0.1191
0.731287637	1	0	1	1	0.106202	0.1191
0.070047749	1	0	1	0	0.040628	0.0475
0.581785055	1	0	0	0	0.040628	0.0475
0.406023932	1	0	0	0	0.040628	0.0475
0.596675057	1	0	0	0	0.040628	0.0475
0.492283508	1	0	0	0	0.040628	0.0475
0.895014298	1	0	0	0	0.040628	0.0475
0.476000138	1	0	0	0	0.006534	0.032267
0.916229572	1	0	0	0	0.006534	0.032267
0.686040041	1	0	1	1	0.006534	0.032267
0.835902396	1	0	0	0	0.006534	0.032267
0.901172821	1	0	0	0	0.006534	0.032267
0.575946305	1	0	0	0	0.006534	0.032267
0.670738942	1	0	0	0	0.022783	0.0342
